AZ,1990,1,133.63
AZ,1990,2,132.84
AZ,1990,3,134.02
AZ,1990,4,132.68
AZ,1991,1,134.69
AZ,1991,2,135.68
AZ,1991,3,135.14
AZ,1991,4,139.08
AZ,1992,1,139.77
AZ,1992,2,139.50
AZ,1992,3,140.42
AZ,1992,4,141.27
AZ,1993,1,141.40
AZ,1993,2,143.11
AZ,1993,3,144.25
AZ,1993,4,146.16
AZ,1994,1,148.15
AZ,1994,2,150.28
AZ,1994,3,152.21
AZ,1994,4,153.86
AZ,1995,1,155.82
AZ,1995,2,158.67
AZ,1995,3,161.71
AZ,1995,4,163.82
AZ,1996,1,166.37
AZ,1996,2,166.71
AZ,1996,3,168.27
AZ,1996,4,169.68
AZ,1997,1,171.55
AZ,1997,2,172.44
AZ,1997,3,175.46
AZ,1997,4,178.12
AZ,1998,1,180.63
AZ,1998,2,182.13
AZ,1998,3,184.60
AZ,1998,4,186.74
AZ,1999,1,188.61
AZ,1999,2,191.03
AZ,1999,3,193.66
AZ,1999,4,195.53
AZ,2000,1,199.98
AZ,2000,2,202.17
AZ,2000,3,204.87
AZ,2000,4,207.99
AZ,2001,1,212.65
AZ,2001,2,215.93
AZ,2001,3,219.05
AZ,2001,4,221.17
AZ,2002,1,224.17
AZ,2002,2,227.15
AZ,2002,3,231.02
AZ,2002,4,233.70
AZ,2003,1,236.48
AZ,2003,2,238.94
AZ,2003,3,242.63
AZ,2003,4,250.78
AZ,2004,1,255.16
AZ,2004,2,264.28
AZ,2004,3,279.70
AZ,2004,4,291.16
AZ,2005,1,308.83
AZ,2005,2,340.66
AZ,2005,3,369.65
AZ,2005,4,395.36
AZ,2006,1,410.11
AZ,2006,2,418.83
AZ,2006,3,422.44
AZ,2006,4,426.08
AZ,2007,1,424.29
AZ,2007,2,420.67
AZ,2007,3,411.34
AZ,2007,4,404.41
AZ,2008,1,391.05
AZ,2008,2,368.48
AZ,2008,3,341.53
AZ,2008,4,329.47
AZ,2009,1,328.46
AZ,2009,2,304.99
AZ,2009,3,289.26
AZ,2009,4,280.61
AZ,2010,1,272.81
AZ,2010,2,263.25
AZ,2010,3,262.91
AZ,2010,4,256.36
AZ,2011,1,241.92
AZ,2011,2,230.01
AZ,2011,3,231.90
AZ,2011,4,237.10
AZ,2012,1,236.04
AZ,2012,2,238.95
AZ,2012,3,248.69
AZ,2012,4,256.17
AZ,2013,1,262.45
AZ,2013,2,274.28
AZ,2013,3,282.44
AZ,2013,4,290.33
AZ,2014,1,295.85
AZ,2014,2,301.12
AZ,2014,3,304.21
AZ,2014,4,309.25
AZ,2015,1,311.87
AZ,2015,2,318.52
AZ,2015,3,325.00
AZ,2015,4,329.53
AZ,2016,1,333.45
AZ,2016,2,340.41
AZ,2016,3,346.09
AZ,2016,4,351.71
AZ,2017,1,356.85
AZ,2017,2,366.06
AZ,2017,3,373.76
AZ,2017,4,378.15
AZ,2018,1,385.98
AZ,2018,2,394.08
AZ,2018,3,403.22
AZ,2018,4,407.85
AZ,2019,1,413.13
AZ,2019,2,421.32
AZ,2019,3,427.65
AZ,2019,4,435.00
AZ,2020,1,443.76
AZ,2020,2,451.50
AZ,2020,3,462.53
AZ,2020,4,478.87
AZ,2021,1,500.23
AZ,2021,2,540.02
AZ,2021,3,584.82
AZ,2021,4,614.60
AZ,2022,1,644.06
AZ,2022,2,694.24
AZ,2022,3,704.49
AZ,2022,4,680.97
AZ,2023,1,674.17
CA,1975,1,41.70
CA,1975,2,42.75
CA,1975,3,44.31
CA,1975,4,45.76
CA,1976,1,47.80
CA,1976,2,50.27
CA,1976,3,53.57
CA,1976,4,55.57
CA,1977,1,58.01
CA,1977,2,63.00
CA,1977,3,67.96
CA,1977,4,70.68
CA,1978,1,73.21
CA,1978,2,75.98
CA,1978,3,78.62
CA,1978,4,81.81
CA,1979,1,84.86
CA,1979,2,88.64
CA,1979,3,93.09
CA,1979,4,96.39
CA,1980,1,100.00
CA,1980,2,102.85
CA,1980,3,106.54
CA,1980,4,108.38
CA,1981,1,110.40
CA,1981,2,112.94
CA,1981,3,116.32
CA,1981,4,117.52
CA,1982,1,104.20
CA,1982,2,107.37
CA,1982,3,104.84
CA,1982,4,115.85
CA,1983,1,116.70
CA,1983,2,117.43
CA,1983,3,117.23
CA,1983,4,117.75
CA,1984,1,119.49
CA,1984,2,120.11
CA,1984,3,121.69
CA,1984,4,122.77
CA,1985,1,124.51
CA,1985,2,126.31
CA,1985,3,129.17
CA,1985,4,130.57
CA,1986,1,132.26
CA,1986,2,134.80
CA,1986,3,137.75
CA,1986,4,141.11
CA,1987,1,144.73
CA,1987,2,148.28
CA,1987,3,152.95
CA,1987,4,157.25
CA,1988,1,163.04
CA,1988,2,169.74
CA,1988,3,177.79
CA,1988,4,187.52
CA,1989,1,196.31
CA,1989,2,205.96
CA,1989,3,217.87
CA,1989,4,224.71
CA,1990,1,227.49
CA,1990,2,228.21
